cwe_id	name	cve_count	avg_score	max_score
315	Cleartext Storage of Sensitive Information in a Cookie	5	6.14	9.3
794	Incomplete Filtering of Multiple Instances of Special Elements	5	7.30	9.3
671	Lack of Administrator Control over Security	5	7.02	9.1
97	Improper Neutralization of Server-Side Includes (SSI) Within a Web Page	5	7.88	9.0
153	Improper Neutralization of Substitution Characters	5	7.64	8.9
1254	Incorrect Comparison Logic Granularity	5	7.28	8.8
179	Incorrect Behavior Order: Early Validation	5	7.18	8.8
1204	Generation of Weak Initialization Vector (IV)	5	6.66	8.7
408	Incorrect Behavior Order: Early Amplification	5	7.06	8.7
792	Incomplete Filtering of One or More Instances of Special Elements	5	5.36	8.7
1389	Incorrect Parsing of Numbers with Different Radices	5	6.14	8.6
412	Unrestricted Externally Accessible Lock	5	6.80	8.6
539	Use of Persistent Cookies Containing Sensitive Information	5	5.12	8.5
941	Incorrectly Specified Destination in a Communication Channel	5	6.22	8.3
628	Function Call with Incorrectly Specified Arguments	5	6.28	7.8
1328	Security Version Number Mutable to Older Versions	5	4.70	7.5
192	Integer Coercion Error	5	6.14	7.5
627	Dynamic Variable Evaluation	5	7.44	7.5
1250	Improper Preservation of Consistency Between Independent Representations of Shared State	5	5.58	7.4
298	Improper Validation of Certificate Expiration	5	5.98	7.1
112	Missing XML Validation	5	5.60	6.8
249	DEPRECATED: Often Misused: Path Manipulation	5	6.70	6.7
544	Missing Standardized Error Handling Mechanism	5	5.12	6.5
67	Improper Handling of Windows Device Names	5	5.32	6.3
147	Improper Neutralization of Input Terminators	5	4.20	6.0
368	Context Switching Race Condition	4	8.65	10.0
550	Server-generated Error Message Containing Sensitive Information	4	7.35	10.0
1270	Generation of Incorrect Security Tokens	4	9.60	9.8
403	Exposure of File Descriptor to Unintended Control Sphere ('File Descriptor Leak')	4	9.20	9.8
473	PHP External Variable Modification	4	8.43	9.8
784	Reliance on Cookies without Validation and Integrity Checking in a Security Decision	4	7.08	9.8
626	Null Byte Interaction Error (Poison Null Byte)	4	6.25	9.4
1319	Improper Protection against Electromagnetic Fault Injection (EM-FI)	4	8.07	9.3
454	External Initialization of Trusted Variables or Data Stores	4	7.72	9.1
1281	Sequence of Processor Instructions Leads to Unexpected Behavior	4	6.45	8.8
649	Reliance on Obfuscation or Encryption of Security-Relevant Inputs without Integrity Checking	4	6.75	8.8
1007	Insufficient Visual Distinction of Homoglyphs Presented to User	4	5.42	8.7
167	Improper Handling of Additional Special Element	4	6.20	8.7
219	Storage of File with Sensitive Data Under Web Root	4	7.47	8.7
342	Predictable Exact Value from Previous Values	4	7.18	8.7
1357	Reliance on Insufficiently Trustworthy Component	4	8.25	8.6
786	Access of Memory Location Before Start of Buffer	4	7.27	8.6
839	Numeric Range Comparison Without Minimum Check	4	6.27	8.6
216	DEPRECATED: Containment Errors (Container Errors)	4	7.47	8.2
278	Insecure Preserved Inherited Permissions	4	6.47	7.8
733	Compiler Optimization Removal or Modification of Security-critical Code	4	6.48	7.8
231	Improper Handling of Extra Values	4	6.85	7.7
1088	Synchronous Access of Remote Resource without Timeout	4	6.00	7.5
240	Improper Handling of Inconsistent Structural Elements	4	7.40	7.5
567	Unsynchronized Access to Shared Data in a Multithreaded Context	4	6.35	7.5
683	Function Call With Incorrect Order of Arguments	4	5.28	7.5
235	Improper Handling of Extra Parameters	4	6.88	7.4
332	Insufficient Entropy in PRNG	4	5.15	7.4
1256	Improper Restriction of Software Interfaces to Hardware Features	4	6.50	7.3
1234	Hardware Internal or Debug Modes Allow Override of Locks	4	5.90	7.1
775	Missing Release of File Descriptor or Handle after Effective Lifetime	4	3.90	6.9
1077	Floating Point Comparison with Incorrect Operator	4	5.80	6.8
1421	Exposure of Sensitive Information in Shared Microarchitectural Structures during Transient Execution	4	5.90	6.7
414	Missing Lock Check	4	5.05	6.7
343	Predictable Value Range from Previous Values	4	5.40	6.6
156	Improper Neutralization of Whitespace	4	6.50	6.5
1037	Processor Optimization Removal or Modification of Security-critical Code	4	5.60	5.9
1420	Exposure of Sensitive Information during Transient Execution	4	3.80	5.6
838	Inappropriate Encoding for Output Context	4	4.67	5.3
468	Incorrect Pointer Scaling	3	8.90	9.8
777	Regular Expression without Anchors	3	8.10	9.8
925	Improper Verification of Intent by Broadcast Receiver	3	6.10	9.4
1039	Inadequate Detection or Handling of Adversarial Input Perturbations in Automated Recognition Mechanism	3	6.73	9.3
1108	Excessive Reliance on Global Variables	3	7.47	9.2
194	Unexpected Sign Extension	3	8.47	8.8
40	Path Traversal: 'UNCsharename' (Windows UNC Share)	3	6.17	8.8
474	Use of Function with Inconsistent Implementations	3	5.67	8.8
588	Attempt to Access Child of a Non-structure Pointer	3	7.60	8.8
62	UNIX Hard Link	3	8.13	8.8
687	Function Call With Incorrectly Specified Argument Value	3	6.03	8.8
1233	Security-Sensitive Hardware Controls with Missing Lock Bit Protection	3	7.70	8.7
144	Improper Neutralization of Line Delimiters	3	7.57	8.7
1068	Inconsistency Between Implementation and Documented Design	3	7.27	8.6
1247	Improper Protection Against Voltage and Clock Glitches	3	5.63	8.6
1384	Improper Handling of Physical or Environmental Conditions	3	6.57	8.6
344	Use of Invariant Value in Dynamically Changing Context	3	6.33	8.6
446	UI Discrepancy for Security Feature	3	6.07	8.6
239	Failure to Handle Incomplete Element	3	6.67	8.2
148	Improper Neutralization of Input Leaders	3	6.90	8.1
210	Self-generated Error Message Containing Sensitive Information	3	5.53	8.0
448	Obsolete Feature in UI	3	5.07	7.8
435	Improper Interaction Between Multiple Correctly-Behaving Entities	3	5.20	7.7
605	Multiple Binds to the Same Port	3	5.83	7.7
780	Use of RSA Algorithm without OAEP	3	5.30	7.7
447	Unimplemented or Unsupported Feature in UI	3	6.60	7.6
1231	Improper Prevention of Lock Bit Modification	3	6.73	7.5
166	Improper Handling of Missing Special Element	3	6.53	7.5
168	Improper Handling of Inconsistent Special Elements	3	7.30	7.5
237	Improper Handling of Structural Elements	3	5.43	7.5
467	Use of sizeof() on a Pointer Type	3	6.60	7.5
767	Access to Critical Private Variable via Public Method	3	6.43	7.5
686	Function Call With Incorrect Argument Type	3	6.00	7.1
756	Missing Custom Error Page	3	5.90	7.1
774	Allocation of File Descriptors or Handles Without Limits or Throttling	3	6.93	7.0
1335	Incorrect Bitwise Shift of Integer	3	6.30	6.9
1279	Cryptographic Operations are run Before Supporting Units are Ready	3	6.20	6.8
534	DEPRECATED: Information Exposure Through Debug Log Files	3	3.70	6.8
597	Use of Wrong Operator in String Comparison	3	5.23	5.9
1303	Non-Transparent Sharing of Microarchitectural Resources	3	5.07	5.6
182	Collapse of Data into Unsafe Value	3	4.00	5.3
1426	Improper Validation of Generative AI Output	3	3.67	5.0
1283	Mutable Attestation or Measurement Reporting Data	3	3.73	4.6
173	Improper Handling of Alternate Encoding	3	3.37	3.5
1301	Insufficient or Incomplete Data Removal within Hardware Component	2	7.25	10.0
1059	Insufficient Technical Documentation	2	9.45	9.8
1100	Insufficient Isolation of System-Dependent Functions	2	8.15	9.8
1334	Unauthorized Error Injection Can Degrade Hardware Redundancy	2	8.50	9.8
157	Failure to Sanitize Paired Delimiters	2	9.05	9.8
128	Wrap-around Error	2	5.65	9.3
336	Same Seed in Pseudo-Random Number Generator (PRNG)	2	8.50	9.2
624	Executable Regular Expression Error	2	8.35	9.2
422	Unprotected Windows Messaging Channel ('Shatter')	2	7.65	8.8
689	Permission Race Condition During Resource Copy	2	7.35	8.8
623	Unsafe ActiveX Control Marked Safe For Scripting	2	8.10	8.7
520	.NET Misconfiguration: Use of Impersonation	2	8.00	8.6
339	Small Seed Space in PRNG	2	7.35	8.4
1257	Improper Access Control Applied to Mirrored or Aliased Memory Regions	2	8.00	8.2
1112	Incomplete Documentation of Program Execution	2	6.55	8.1
396	Declaration of Catch for Generic Exception	2	6.90	7.9
65	Windows Hard Link	2	7.55	7.8
1428	Reliance on HTTP instead of HTTPS	2	7.35	7.7
563	Assignment to Variable without Use	2	5.30	7.7
1049	Excessive Data Query Operations in a Large Data Table	2	6.80	7.5
1269	Product Released in Non-Release Configuration	2	4.75	7.5
32	Path Traversal: '...' (Triple Dot)	2	7.50	7.5
437	Incomplete Model of Endpoint Features	2	6.25	7.5
910	Use of Expired File Descriptor	2	7.50	7.5
1076	Insufficient Adherence to Expected Conventions	2	5.85	7.4
1304	Improperly Preserved Integrity of Hardware Configuration State During a Power Save/Restore Operation	2	5.85	7.1
135	Incorrect Calculation of Multi-Byte String Length	2	5.95	7.1
236	Improper Handling of Undefined Parameters	2	6.80	7.1
527	Exposure of Version-Control Repository to an Unauthorized Control Sphere	2	6.65	6.8
827	Improper Control of Document Type Definition	2	5.70	6.8
1107	Insufficient Isolation of Symbolic Constant Definitions	2	6.70	6.7
1251	Mirrored Regions with Different Values	2	6.10	6.7
1332	Improper Handling of Faults that Lead to Instruction Skips	2	6.30	6.7
1342	Information Exposure through Microarchitectural State after Transient Execution	2	6.50	6.5
164	Improper Neutralization of Internal Special Elements	2	5.65	6.5
616	Incomplete Identification of Uploaded File Variables (PHP)	2	5.95	6.5
85	Doubled Character XSS Manipulations	2	5.90	6.4
142	Improper Neutralization of Value Delimiters	2	6.10	6.3
528	Exposure of Core Dump File to an Unauthorized Control Sphere	2	4.95	5.9
622	Improper Validation of Function Hook Arguments	2	5.50	5.5
531	Inclusion of Sensitive Information in Test Code	2	5.35	5.4
11	ASP.NET Misconfiguration: Creating Debug Binary	2	5.30	5.3
186	Overly Restrictive Regular Expression	2	3.70	5.3
499	Serializable Class Containing Sensitive Data	2	4.30	4.9
1323	Improper Management of Sensitive Trace Data	2	4.55	4.7
1221	Incorrect Register Defaults or Module Parameters	2	4.60	4.6
450	Multiple Interpretations of UI Input	2	4.30	4.3
44	Path Equivalence: 'file.name' (Internal Dot)	1	10.00	10.0
66	Improper Handling of File Names that Identify Virtual Resources	1	10.00	10.0
145	Improper Neutralization of Section Delimiters	1	9.80	9.8
621	Variable Extraction Error	1	9.80	9.8
695	Use of Low-Level Functionality	1	9.40	9.4
43	Path Equivalence: 'filename....' (Multiple Trailing Dot)	1	9.30	9.3
637	Unnecessary Complexity in Protection Mechanism (Not Using 'Economy of Mechanism')	1	9.30	9.3
482	Comparing instead of Assigning	1	9.10	9.1
293	Using Referer Field for Authentication	1	9.00	9.0
1224	Improper Restriction of Write-Once Bit Fields	1	8.70	8.7
198	Use of Incorrect Byte Ordering	1	8.70	8.7
478	Missing Default Case in Multiple Condition Expression	1	8.70	8.7
234	Failure to Handle Missing Parameter	1	8.60	8.6
431	Missing Handler	1	8.60	8.6
479	Signal Handler Use of a Non-reentrant Function	1	8.60	8.6
553	Command Shell in Externally Accessible Directory	1	8.60	8.6
309	Use of Password System for Primary Authentication	1	8.40	8.4
761	Free of Pointer not at Start of Buffer	1	8.40	8.4
1051	Initialization with Hard-Coded Network Resource Configuration Data	1	8.30	8.3
1083	Data Access from Outside Expected Data Manager Component	1	8.30	8.3
1118	Insufficient Documentation of Error Handling Techniques	1	8.30	8.3
430	Deployment of Wrong Handler	1	8.20	8.2
1066	Missing Serialization Control Element	1	7.80	7.8
42	Path Equivalence: 'filename.' (Trailing Dot)	1	7.80	7.8
675	Multiple Operations on Resource in Single-Operation Context	1	7.80	7.8
1314	Missing Write Protection for Parametric Data Values	1	7.70	7.7
654	Reliance on a Single Factor in a Security Decision	1	7.70	7.7
1124	Excessively Deep Nesting	1	7.50	7.5
1164	Irrelevant Code	1	7.50	7.5
1264	Hardware Logic with Insecure De-Synchronization between Control and Data Channels	1	7.50	7.5
154	Improper Neutralization of Variable Name Delimiters	1	7.50	7.5
50	Path Equivalence: '//multiple/leading/slash'	1	7.50	7.5
529	Exposure of Access Control List Files to an Unauthorized Control Sphere	1	7.50	7.5
615	Inclusion of Sensitive Information in Source Code Comments	1	7.50	7.5
30	Path Traversal: 'dir..filename'	1	7.30	7.3
541	Inclusion of Sensitive Information in an Include File	1	7.30	7.3
1313	Hardware Allows Activation of Test or Debug Logic at Runtime	1	7.20	7.2
333	Improper Handling of Insufficient Entropy in TRNG	1	7.20	7.2
318	Cleartext Storage of Sensitive Information in Executable	1	7.10	7.1
360	Trust of System Event Data	1	7.10	7.1
663	Use of a Non-reentrant Function in a Concurrent Context	1	7.00	7.0
1190	DMA Device Enabled Too Early in Boot Phase	1	6.90	6.9
1312	Missing Protection for Mirrored Regions in On-Chip Fabric Firewall	1	6.90	6.9
1316	Fabric-Address Map Allows Programming of Unwarranted Overlaps of Protected and Unprotected Ranges	1	6.90	6.9
469	Use of Pointer Subtraction to Determine Size	1	6.90	6.9
1253	Incorrect Selection of Fuse Values	1	6.80	6.8
688	Function Call With Incorrect Variable or Reference as Argument	1	6.70	6.7
188	Reliance on Data/Memory Layout	1	6.60	6.6
1057	Data Access Operations Outside of Expected Data Manager Component	1	6.50	6.5
1102	Reliance on Machine-Dependent Data Representation	1	6.50	6.5
1222	Insufficient Granularity of Address Regions Protected by Register Locks	1	6.50	6.5
314	Cleartext Storage in the Registry	1	6.50	6.5
433	Unparsed Raw Web Content Delivery	1	6.50	6.5
443	DEPRECATED: HTTP response splitting	1	6.50	6.5
495	Private Data Structure Returned From A Public Method	1	6.50	6.5
765	Multiple Unlocks of a Critical Resource	1	6.50	6.5
1116	Inaccurate Source Code Comments	1	6.30	6.3
143	Improper Neutralization of Record Delimiters	1	6.30	6.3
205	Observable Behavioral Discrepancy	1	6.30	6.3
1278	Missing Protection Against Hardware Reverse Engineering Using Integrated Circuit (IC) Imaging Techniques	1	6.20	6.2
1310	Missing Ability to Patch ROM Code	1	6.10	6.1
1322	Use of Blocking Code in Single-threaded, Non-blocking Context	1	6.00	6.0
515	Covert Storage Channel	1	6.00	6.0
618	Exposed Unsafe ActiveX Method	1	6.00	6.0
1024	Comparison of Incompatible Types	1	5.90	5.9
600	Uncaught Exception in Servlet	1	5.90	5.9
828	Signal Handler with Functionality that is not Asynchronous-Safe	1	5.60	5.6
1119	Excessive Use of Unconditional Branching	1	5.50	5.5
455	Non-exit on Failed Initialization	1	5.50	5.5
1072	Data Resource Access without Use of Connection Pooling	1	5.40	5.4
1078	Inappropriate Source Code Style or Formatting	1	5.40	5.4
1113	Inappropriate Comment Style	1	5.40	5.4
69	Improper Handling of Windows ::DATA Alternate Data Stream	1	5.40	5.4
463	Deletion of Data Structure Sentinel	1	5.30	5.3
533	DEPRECATED: Information Exposure Through Server Log Files	1	5.30	5.3
1422	Exposure of Sensitive Information caused by Incorrect Data Forwarding during Transient Execution	1	5.10	5.1
38	Path Traversal: 'absolutepathnamehere'	1	5.10	5.1
1246	Improper Write Handling in Limited-write Non-Volatile Memories	1	4.90	4.9
769	DEPRECATED: Uncontrolled File Descriptor Consumption	1	4.80	4.8
263	Password Aging with Long Expiration	1	4.60	4.6
1176	Inefficient CPU Computation	1	4.30	4.3
1280	Access Control Check Implemented After Asset is Accessed	1	4.30	4.3
207	Observable Behavioral Discrepancy With Equivalent Products	1	4.30	4.3
28	Path Traversal: '..filedir'	1	4.30	4.3
555	J2EE Misconfiguration: Plaintext Password in Configuration File	1	4.30	4.3
1046	Creation of Immutable Text Using String Concatenation	1	4.20	4.2
1103	Use of Platform-Dependent Third Party Components	1	4.00	4.0
570	Expression is Always False	1	4.00	4.0
484	Omitted Break Statement in Switch	1	3.70	3.7
514	Covert Channel	1	3.70	3.7
46	Path Equivalence: 'filename ' (Trailing Space)	1	3.50	3.5
768	Incorrect Short Circuit Evaluation	1	3.30	3.3
507	Trojan Horse	1	3.10	3.1
1298	Hardware Logic Contains Race Conditions	1	2.80	2.8
1272	Sensitive Information Uncleared Before Debug/Power State Transition	1	2.40	2.4
673	External Influence of Sphere Definition	1	2.20	2.2
162	Improper Neutralization of Trailing Special Elements	1	2.10	2.1
462	Duplicate Key in Associative List (Alist)	1	2.10	2.1
638	Not Using Complete Mediation	1	2.10	2.1
571	Expression is Always True	1	2.00	2.0
1255	Comparison Logic is Vulnerable to Power Side-Channel Attacks	1	1.00	1.0
102	Struts: Duplicate Validation Forms	0	—	—
103	Struts: Incomplete validate() Method Definition	0	—	—
104	Struts: Form Bean Does Not Extend Validation Class	0	—	—
1041	Use of Redundant Code	0	—	—
1042	Static Member Data Element outside of a Singleton Class Element	0	—	—
1043	Data Element Aggregating an Excessively Large Number of Non-Primitive Elements	0	—	—
1044	Architecture with Number of Horizontal Layers Outside of Expected Range	0	—	—
1045	Parent Class with a Virtual Destructor and a Child Class without a Virtual Destructor	0	—	—
1047	Modules with Circular Dependencies	0	—	—
1048	Invokable Control Element with Large Number of Outward Calls	0	—	—
105	Struts: Form Field Without Validator	0	—	—
1052	Excessive Use of Hard-Coded Literals in Initialization	0	—	—
1053	Missing Documentation for Design	0	—	—
1054	Invocation of a Control Element at an Unnecessarily Deep Horizontal Layer	0	—	—
1055	Multiple Inheritance from Concrete Classes	0	—	—
1056	Invokable Control Element with Variadic Parameters	0	—	—
1058	Invokable Control Element in Multi-Thread Context with non-Final Static Storable or Member Element	0	—	—
106	Struts: Plug-in Framework not in Use	0	—	—
1060	Excessive Number of Inefficient Server-Side Data Accesses	0	—	—
1061	Insufficient Encapsulation	0	—	—
1062	Parent Class with References to Child Class	0	—	—
1063	Creation of Class Instance within a Static Code Block	0	—	—
1064	Invokable Control Element with Signature Containing an Excessive Number of Parameters	0	—	—
1065	Runtime Resource Management Control Element in a Component Built to Run on Application Servers	0	—	—
1067	Excessive Execution of Sequential Searches of Data Resource	0	—	—
1069	Empty Exception Block	0	—	—
107	Struts: Unused Validation Form	0	—	—
1070	Serializable Data Element Containing non-Serializable Item Elements	0	—	—
1071	Empty Code Block	0	—	—
1073	Non-SQL Invokable Control Element with Excessive Number of Data Resource Accesses	0	—	—
1074	Class with Excessively Deep Inheritance	0	—	—
1075	Unconditional Control Flow Transfer outside of Switch Block	0	—	—
1079	Parent Class without Virtual Destructor Method	0	—	—
108	Struts: Unvalidated Action Form	0	—	—
1080	Source Code File with Excessive Number of Lines of Code	0	—	—
1082	Class Instance Self Destruction Control Element	0	—	—
1084	Invokable Control Element with Excessive File or Data Access Operations	0	—	—
1085	Invokable Control Element with Excessive Volume of Commented-out Code	0	—	—
1086	Class with Excessive Number of Child Classes	0	—	—
1087	Class with Virtual Method without a Virtual Destructor	0	—	—
1089	Large Data Table with Excessive Number of Indices	0	—	—
109	Struts: Validator Turned Off	0	—	—
1090	Method Containing Access of a Member Element from Another Class	0	—	—
1091	Use of Object without Invoking Destructor Method	0	—	—
1092	Use of Same Invokable Control Element in Multiple Architectural Layers	0	—	—
1093	Excessively Complex Data Representation	0	—	—
1094	Excessive Index Range Scan for a Data Resource	0	—	—
1095	Loop Condition Value Update within the Loop	0	—	—
1096	Singleton Class Instance Creation without Proper Locking or Synchronization	0	—	—
1097	Persistent Storable Data Element without Associated Comparison Control Element	0	—	—
1098	Data Element containing Pointer Item without Proper Copy Control Element	0	—	—
1099	Inconsistent Naming Conventions for Identifiers	0	—	—
110	Struts: Validator Without Form Field	0	—	—
1101	Reliance on Runtime Component in Generated Code	0	—	—
1105	Insufficient Encapsulation of Machine-Dependent Functionality	0	—	—
1106	Insufficient Use of Symbolic Constants	0	—	—
1109	Use of Same Variable for Multiple Purposes	0	—	—
111	Direct Use of Unsafe JNI	0	—	—
1110	Incomplete Design Documentation	0	—	—
1111	Incomplete I/O Documentation	0	—	—
1114	Inappropriate Whitespace Style	0	—	—
1115	Source Code Element without Standard Prologue	0	—	—
1117	Callable with Insufficient Behavioral Summary	0	—	—
1120	Excessive Code Complexity	0	—	—
1121	Excessive McCabe Cyclomatic Complexity	0	—	—
1122	Excessive Halstead Complexity	0	—	—
1123	Excessive Use of Self-Modifying Code	0	—	—
1126	Declaration of Variable with Unnecessarily Wide Scope	0	—	—
1127	Compilation with Insufficient Warnings or Errors	0	—	—
1174	ASP.NET Misconfiguration: Improper Model Validation	0	—	—
1177	Use of Prohibited Code	0	—	—
1187	DEPRECATED: Use of Uninitialized Resource	0	—	—
1192	Improper Identifier for IP Block used in System-On-Chip (SOC)	0	—	—
1193	Power-On of Untrusted Execution Core Before Enabling Fabric Access Control	0	—	—
12	ASP.NET Misconfiguration: Missing Custom Error Page	0	—	—
1209	Failure to Disable Reserved Bits	0	—	—
1223	Race Condition for Write-Once Attributes	0	—	—
1229	Creation of Emergent Resource	0	—	—
1232	Improper Lock Behavior After Power State Transition	0	—	—
1235	Incorrect Use of Autoboxing and Unboxing for Performance Critical Operations	0	—	—
1239	Improper Zeroization of Hardware Register	0	—	—
1243	Sensitive Non-Volatile Information Not Protected During Debug	0	—	—
1248	Semiconductor Defects in Hardware Logic with Security-Sensitive Implications	0	—	—
1249	Application-Level Admin Tool with Inconsistent View of Underlying Operating System	0	—	—
1252	CPU Hardware Not Configured to Support Exclusivity of Write and Execute Operations	0	—	—
1261	Improper Handling of Single Event Upsets	0	—	—
1265	Unintended Reentrant Invocation of Non-reentrant Code Via Nested Calls	0	—	—
1266	Improper Scrubbing of Sensitive Data from Decommissioned Device	0	—	—
1267	Policy Uses Obsolete Encoding	0	—	—
1268	Policy Privileges are not Assigned Consistently Between Control and Data Agents	0	—	—
1271	Uninitialized Value on Reset for Registers Holding Security Settings	0	—	—
1273	Device Unlock Credential Sharing	0	—	—
1276	Hardware Child Block Incorrectly Connected to Parent System	0	—	—
1277	Firmware Not Updateable	0	—	—
1290	Incorrect Decoding of Security Identifiers	0	—	—
1291	Public Key Re-Use for Signing both Debug and Production Code	0	—	—
1292	Incorrect Conversion of Security Identifiers	0	—	—
1293	Missing Source Correlation of Multiple Independent Data	0	—	—
1294	Insecure Security Identifier Mechanism	0	—	—
1296	Incorrect Chaining or Granularity of Debug Components	0	—	—
1297	Unprotected Confidential Information on Device is Accessible by OSAT Vendors	0	—	—
13	ASP.NET Misconfiguration: Password in Configuration File	0	—	—
1302	Missing Source Identifier in Entity Transactions on a System-On-Chip (SOC)	0	—	—
1311	Improper Translation of Security Attributes by Fabric Bridge	0	—	—
1315	Improper Setting of Bus Controlling Capability in Fabric End-point	0	—	—
1317	Improper Access Control in Fabric Bridge	0	—	—
1318	Missing Support for Security Features in On-chip Fabrics or Buses	0	—	—
132	DEPRECATED: Miscalculated Null Termination	0	—	—
1324	DEPRECATED: Sensitive Information Accessible by Physical Probing of JTAG Interface	0	—	—
1330	Remanent Data Readable after Memory Erase	0	—	—
1331	Improper Isolation of Shared Resources in Network On Chip (NoC)	0	—	—
1338	Improper Protections Against Hardware Overheating	0	—	—
1339	Insufficient Precision or Accuracy of a Real Number	0	—	—
1341	Multiple Releases of Same Resource or Handle	0	—	—
1351	Improper Handling of Hardware Behavior in Exceptionally Cold Environments	0	—	—
1429	Missing Security-Relevant Feedback for Unexecuted Operations in Hardware Interface	0	—	—
1431	Driving Intermediate Cryptographic State/Results to Hardware Module Outputs	0	—	—
1434	Insecure Setting of Generative AI/ML Model Inference Parameters	0	—	—
151	Improper Neutralization of Comment Delimiters	0	—	—
152	Improper Neutralization of Macro Symbols	0	—	—
160	Improper Neutralization of Leading Special Elements	0	—	—
161	Improper Neutralization of Multiple Leading Special Elements	0	—	—
163	Improper Neutralization of Multiple Trailing Special Elements	0	—	—
165	Improper Neutralization of Multiple Internal Special Elements	0	—	—
174	Double Decoding of the Same Data	0	—	—
175	Improper Handling of Mixed Encoding	0	—	—
181	Incorrect Behavior Order: Validate Before Filter	0	—	—
206	Observable Internal Behavioral Discrepancy	0	—	—
211	Externally-Generated Error Message Containing Sensitive Information	0	—	—
217	DEPRECATED: Failure to Protect Stored Data from Modification	0	—	—
218	DEPRECATED: Failure to provide confidentiality for stored data	0	—	—
220	Storage of File With Sensitive Data Under FTP Root	0	—	—
221	Information Loss or Omission	0	—	—
222	Truncation of Security-relevant Information	0	—	—
224	Obscured Security-relevant Information by Alternate Name	0	—	—
225	DEPRECATED: General Information Management Problems	0	—	—
238	Improper Handling of Incomplete Structural Elements	0	—	—
243	Creation of chroot Jail Without Changing Working Directory	0	—	—
245	J2EE Bad Practices: Direct Management of Connections	0	—	—
246	J2EE Bad Practices: Direct Use of Sockets	0	—	—
247	DEPRECATED: Reliance on DNS Lookups in a Security Decision	0	—	—
292	DEPRECATED: Trusting Self-reported DNS Name	0	—	—
301	Reflection Attack in an Authentication Protocol	0	—	—
31	Path Traversal: 'dir....filename'	0	—	—
33	Path Traversal: '....' (Multiple Dot)	0	—	—
34	Path Traversal: '....//'	0	—	—
365	DEPRECATED: Race Condition in Switch	0	—	—
370	Missing Check for Certificate Revocation after Initial Check	0	—	—
373	DEPRECATED: State Synchronization Error	0	—	—
374	Passing Mutable Objects to an Untrusted Method	0	—	—
375	Returning a Mutable Object to an Untrusted Caller	0	—	—
382	J2EE Bad Practices: Use of System.exit()	0	—	—
383	J2EE Bad Practices: Direct Use of Threads	0	—	—
386	Symbolic Name not Mapping to Correct Object	0	—	—
39	Path Traversal: 'C:dirname'	0	—	—
397	Declaration of Throws for Generic Exception	0	—	—
423	DEPRECATED: Proxied Trusted Channel	0	—	—
432	Dangerous Signal Handler not Disabled During Sensitive Operations	0	—	—
439	Behavioral Change in New Version or Environment	0	—	—
45	Path Equivalence: 'file...name' (Multiple Internal Dot)	0	—	—
458	DEPRECATED: Incorrect Initialization	0	—	—
464	Addition of Data Structure Sentinel	0	—	—
47	Path Equivalence: ' filename' (Leading Space)	0	—	—
48	Path Equivalence: 'file name' (Internal Whitespace)	0	—	—
481	Assigning instead of Comparing	0	—	—
483	Incorrect Block Delimitation	0	—	—
486	Comparison of Classes by Name	0	—	—
487	Reliance on Package-level Scope	0	—	—
49	Path Equivalence: 'filename/' (Trailing Slash)	0	—	—
491	Public cloneable() Method Without Final ('Object Hijack')	0	—	—
492	Use of Inner Class Containing Sensitive Data	0	—	—
493	Critical Public Variable Without Final Modifier	0	—	—
496	Public Data Assigned to Private Array-Typed Field	0	—	—
498	Cloneable Class Containing Sensitive Information	0	—	—
5	J2EE Misconfiguration: Data Transmission Without Encryption	0	—	—
500	Public Static Field Not Marked Final	0	—	—
508	Non-Replicating Malicious Code	0	—	—
509	Replicating Malicious Code (Virus or Worm)	0	—	—
51	Path Equivalence: '/multiple//internal/slash'	0	—	—
510	Trapdoor	0	—	—
511	Logic/Time Bomb	0	—	—
512	Spyware	0	—	—
516	DEPRECATED: Covert Timing Channel	0	—	—
52	Path Equivalence: '/multiple/trailing/slash//'	0	—	—
53	Path Equivalence: 'multipleinternalbackslash'	0	—	—
535	Exposure of Information Through Shell Error Message	0	—	—
536	Servlet Runtime Error Message Containing Sensitive Information	0	—	—
537	Java Runtime Error Message Containing Sensitive Information	0	—	—
54	Path Equivalence: 'filedir' (Trailing Backslash)	0	—	—
542	DEPRECATED: Information Exposure Through Cleanup Log Files	0	—	—
543	Use of Singleton Pattern Without Synchronization in a Multithreaded Context	0	—	—
545	DEPRECATED: Use of Dynamic Class Loading	0	—	—
546	Suspicious Comment	0	—	—
55	Path Equivalence: '/./' (Single Dot Directory)	0	—	—
554	ASP.NET Misconfiguration: Not Using Input Validation Framework	0	—	—
556	ASP.NET Misconfiguration: Use of Identity Impersonation	0	—	—
558	Use of getlogin() in Multithreaded Application	0	—	—
56	Path Equivalence: 'filedir*' (Wildcard)	0	—	—
560	Use of umask() with chmod-style Argument	0	—	—
568	finalize() Method Without super.finalize()	0	—	—
57	Path Equivalence: 'fakedir/../realdir/filename'	0	—	—
572	Call to Thread run() instead of start()	0	—	—
574	EJB Bad Practices: Use of Synchronization Primitives	0	—	—
575	EJB Bad Practices: Use of AWT Swing	0	—	—
576	EJB Bad Practices: Use of Java I/O	0	—	—
577	EJB Bad Practices: Use of Sockets	0	—	—
578	EJB Bad Practices: Use of Class Loader	0	—	—
579	J2EE Bad Practices: Non-serializable Object Stored in Session	0	—	—
